Taxon,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,Other names,Notes,Trophic strategy,Cell Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Ingestion,Behavior,Mutualistic Host,Symbiotic,Symbiont location,Host Specialization,Symbiont Specialization,Prey Specialization,Mucilage,Chemical Signal,Nutrient Affinity,Oxygen Tolerance,Salinity,Temperature,Depth,Toxygenity,Benthic Phase,Cyst Spore,Sexual reproduction or division,Ploidy,Genome Size,Presence in other subeuphotic regions?,Presence in extreme environment?,Lab-based studies,Field-based studies,Sequencing,Gene expression,Genes of note,Notes on phylogenetic placement,Resources
Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Askenasia;Askenasia_sp.;,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,"On WoRMS - Class: Litostomatea, Order: Cyclotrichiida, Family: Mesodiniidae","Free-living, carnivorous and algivorous, freshwater and marine habtats",Free-living,,Ovoid to diamond-shaped,,,,,via “pectinelles”  of the pre-equatorial kinety belt,,,,,Some species photosymbiotic with green algae (Chlorella),,feed on algae and other protozoa,,carnivorous and algivorous,,,,Prefers oligo- to mesotrophic conditions,,,,,,,transverse binary fission,,,"Inhabits limnetic as well as marine ecosystems. It was recorded from many localities in the holarctic region (see A. volvox), but is still not documented  from the southern hemisphere. In freshwater ecosystems Askenasia is usually found in less polluted habitats, achieving highest densities in spring and fall when algae are abundant.",,,"Krainer et al. 1990. Samples taken from lakes, coastal waters, groundwater ponds, freshwater ponds. ",,,,,
Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;Urotrichidae;Urotricha;Urotricha_sp.;,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,Urotrichidae,Urotricha,Urotricha_sp.,"On WoRMs - Class: Prostomatea, Order: Prorodontida",,Herbivore,,,,,,,,,,,,,,,,small cryptophytes,,,,,,,,,,,,,,,,"Thomas et al., 2001. Samples collected from freshwater lakes, Note that all ciliate strains used in this study have been kept as non-clonal, non-axenic batch cultures. Ingestion rates of Urotricha farcta increased with algal concentrations","X. Hu et al., 2014. found in acidic mining lakes of pH 2–3",,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,NA,NA,NA,Parent: Postciliodesmatophora,"Class: Heterotrichea defined by somatic dikinetids bearing postciliodesmata, macronuclei divide with external microtubules ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Condylostomatidae,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Condylostomatidae,NA,NA,Order: Heterotrichida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Condylostomatidae;Condylostoma,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Condylostomatidae,Condylostoma,NA,Order: Heterotrichida,Unresolved interaction with proteobacteria,"Graze on other ciliates, flagellates, small metazoa",,,,,,,,,,,,,,,"Unknown symbiotic relationship with proteobacteria (alpha, epsilon, gamma)",,,,,,,,,,,,,,,"KJ Coyne, et al. 2013. Diversity and Distributional Patterns of Ciliates in Guaymas Basin Hydrothermal Vent Sediments. ",,,,,,,,Gong et al. 2016. Protist-Bacteria Associations: Gammaproteobacteria and Alphaproteobacteria are prevalent as digestion resistant bacteria in ciliated protozoa
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Condylostomatidae;Condylostoma;Condylostoma_sp.;,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Condylostomatidae,Condylostoma,Condylostoma_sp.,Order: Heterotrichida,,,Naked,Elongated,0,,,,,,,,,,,,,Feeds on Dunaliella,,,,,,Cultured at 20C,1998-2002 m,,,,,,,Microbial mats in deep-sea cold seep sediment,,Fenchel 2012. Growth rates of populations of 9 benthic marine ciliate species were measured in pure cultures at different temperatures.,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Heterotrichida;Heterotrichida_X;Heterotrichida_X_sp.;,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Heterotrichida,Heterotrichida_X,Heterotrichida_X_sp.,Order: Heterotrichida Family: Heterotrichida (incertae sedis/temporary name) Direct children: Genus Condylostentor and Splitoiculina (WoRMS),,,Naked,Elongated,0,Asymmetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise feeder,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Peritromidae;Peritromus;Peritromus_sp.;,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,Peritromus_sp.,Order: Heterotrichida ,Algivore,,Naked,Ellipsoidal,0,Asymmetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise feeder,,No,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Spirostomidae;Anigsteinia,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Spirostomidae,Anigsteinia,NA,Order: Heterotrichida Family: Blepharismidae,,,,Elongated,,,,,,,,,,,,,,,,,,,10%,14C,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Spirostomidae;Spirostomum,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Spirostomidae,Spirostomum,NA,Order: Heterotrichida ,,Omnivorous,,Elongated,,,,,,,,,,,"Posterior end of the body, close to the contractile fibrillar system",,Some species contain different types of endocytobiotic bacteria,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X;Stentoridae;Stentor,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Stentoridae,Stentor,NA,Order: Heterotrichida,,,,Trumpet-shaped,,,,,,,,,,Some species have photosymbiotic interactions with green algea. The parasite microsporidia have been observed in stentor. ,,,,,,,,,,,,,,,,,,One occurance within a methane seep ecosystem off the coast of Oregon,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Geleiidae;Geleia,Eukaryota,Alveolata,Ciliophora,Karyorelictea,Karyorelictea_X,Geleiidae,Geleia,NA,Order: Protoheterotrichida,interstitial habitat,,Naked,Cylindrical/veriform,0,,,,,,,,,,,,Epibiotic bacteria have been observed in some species,,,,,"Hypoxic/oxygen-depleted sediments, anoxic water columns rich in sulfer",,,,,,,,,,Benthic sediments,,,Zhang et al. 2023. Culture-independent single-cell PacBio sequencing reveals epibiotic Variovorax and nucleus associated Mycoplasma in the microbiome of the marine benthic protist Geleia sp. ,,,,,Xu et al. 2011. Morphological and molecular information of a new speces of Geleia with redescriptions of two Kentrophoros species from China. 
Eukaryota;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Kentrophoridae;Kentrophoros;Kentrophoros_sp.;,Eukaryota,Alveolata,Ciliophora,Karyorelictea,Karyorelictea_X,Kentrophoridae,Kentrophoros,Kentrophoros_sp.,Order: Protostomatida (WoRMS),found in marine coastal sediments around the world,Thiotrophic,,Tubular,,,,,"Gliding, worm-like",,Phagotrophic,,Kentrophoros is host,Yes,Left side (of Kentrophoros) covered with mucuous material inhabitated by symbiotic sulphur bacteria phagocytised through cell surface and used as food source,,Sulfur-oxidizing bacteria,Phagocytise their epizoic sulphur bacteria through the cell surface,,,,,,,,,,,,,,,,,"Foissner, 1995. ciliary rows (25-35),  some sort of oral infraciliature in the anterior body region, symbiotic kitchen garden. https://doi.org/10.1016/S0003-9365(11)80107-7",,,,,"Seah, 2019. https://journals.asm.org/doi/abs/10.1128/mbio.01112-19"
Eukaryota;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Trachelocercidae,Eukaryota,Alveolata,Ciliophora,Karyorelictea,Karyorelictea_X,Trachelocercidae,NA,NA,Order: Protostomatida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Trachelocercidae;Trachelocercidae_X;Trachelocercidae_X_sp.;,Eukaryota,Alveolata,Ciliophora,Karyorelictea,Karyorelictea_X,Trachelocercidae,Trachelocercidae_X,Trachelocercidae_X_sp.,Order: Protostomatida,Found in marine sediments in intertidal zones,,Naked,"Elongated, worm-like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Wilbertomorphidae;Wilbertomorpha,Eukaryota,Alveolata,Ciliophora,Karyorelictea,Karyorelictea_X,Wilbertomorphidae,Wilbertomorpha,NA,"Order: incertae sedis, closely related to order Loxodida",interstitial habitat,,,"bilaterally flattened, oval or reniform",,Asymmetrical,,,Swimmer,,Phagotrophic,,,,,,,,,,,,30,17C,,,,,,,,,,,"Xu et al., 2012. Specimens were collected from the intertidal zone of a sandy beach in China in May 2011, marine and psammophilic","Two SSU rRNA gene sequences of W. colpodawere deposited in the GenBank database with accession number JX204736 and KC461119, respectively",,,"Xu et al. 2013. Phylogeny and Establishment of a new ciliate family, Wilbertomorphidae. ",
Eukaryota;Alveolata;Ciliophora;Litostomatea,Eukaryota,Alveolata,Ciliophora,Litostomatea,NA,NA,NA,NA,,"Litostomates include three subclasses: Rhynchostomatia, Haptoria, and Trichostomatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_3;Haptoria_3_X,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_3,Haptoria_3_X,NA,NA,,Haptorians are typically free-living and carnivorous characterized by the presence of toxicysts around the oral region. Haptoria is a non-monophyletic subclass with 8 clades Haptoria [1-8].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_4;Didiniidae;Didiniidae_X;Didiniidae_X_sp.;,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_4,Didiniidae,Didiniidae_X,Didiniidae_X_sp.,Order: Haptorida (WoRMS),,Predaceous,Naked,Round,0,Asymmetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Active ambush feeder,,,,,,Protists,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_5;Pleurostomatida,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,NA,NA,Order: Pleurostomatida. Two direct children: Family Amphileptidae and Litonotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_5;Pleurostomatida;Litonotus,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Litonotus,NA,Order: Pleurostomatida Family: Litonotidae (WoRMS),,Predaceous,Naked,Elongated,0,Asymetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise_feeder,,No,,,,Protists,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_5;Pleurostomatida;Loxophyllum,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Loxophyllum,NA,Order: Pleurostomatida  Family: Litonotidae ,,Predaceous,Naked,Elongated,0,Asymetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise_feeder,,No,,,Unknown symbiotic relationship with an unidentified bacteria,Rotifers_&_cilliates,,,,,Marine,,,,,0,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_5;Pleurostomatida;Pleurostomatida_X;Pleurostomatida_X_sp.;,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Pleurostomatida_X,Pleurostomatida_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_6;Lacrymariidae,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_6,Lacrymariidae,NA,NA,Order: Haptorida (WoRMS),,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise_feeder,,No,,,,Protists,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;Litostomatea_XXX;Litostomatea_XXX_sp.;,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Litostomatea_XXX,Litostomatea_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia,Eukaryota,Alveolata,Ciliophora,Litostomatea,Rhynchostomatia,NA,NA,NA,Rhynchostomatida is subclass,"Carnivorous, use proboscis for hunting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia;Dileptidae,Eukaryota,Alveolata,Ciliophora,Litostomatea,Rhynchostomatia,Dileptidae,NA,NA,,,Predaceous,Naked,Elongated,0,,,None,"Gliding, creeping, swimming",,,,,,,,,"Amoebas, flagellates, ciliates, microscopic metazoans",,,,,,,,,,Encystment,Homothetogenic fission,,,,,,,,,,,"Vďačný, P., & Foissner, W. 2012. Monograph of the Dileptids: (Protista, Ciliophora, Rhynchostomatia). Linz: Land Oberösterreich, Biologiezentrum, Oberösterr. Landesmuseen. "
Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae,Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;,Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA,,,,,,,,,,,,Phagotrophic,Cruise_feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,NA,NA,NA,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Apostomatia_X,Apostomatia_XX,Apostomatia_XX_sp.,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Foettingeriidae,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Foettingeriidae,NA,NA,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,,Parasite,,,Krill,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Opalinopsidae;Chromidina;Chromidina_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Opalinopsidae,Chromidina,Chromidina_sp.,,,,Naked,,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Pseudocolliniidae;Pseudocollinia,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Pseudocolliniidae,Pseudocollinia,NA,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,,Parasite,,,Krill,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Pseudocolliniidae;Pseudocollinia;Pseudocollinia_beringensis;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Pseudocolliniidae,Pseudocollinia,Pseudocollinia_beringensis,"Previous Kingdom:Chromista, Subkingdom: Harosa, Subphylum: Intramacronucleata; another Family designation is Colliniidae",Most studies will be from krill parasite/mortality work; Original description from here: https://pubmed.ncbi.nlm.nih.gov/22585303/,Osmotrophic,Naked,Elongated,0,Asymetrical,Heteropolar,None,Attached,0,Myzocytotic,Passive Ambush Feeder,,Parasite,haemocoel cavity,,Krill,,,,,,,,,,,,,,,Found in deep sea metatranscriptmome study: Polinski et al. 2023. Drifting in the deep: Metatranscriptomics and metabarcoding reveal sustained metabolic activity and community composition in hydrothermal vent plume microbial communities.       ,,,"Gomez-Gutierrez et al. 2012. Pseudocollinia brintoni gen. nov., sp. nov. (Apostomatida: Colliniidae), a parasitoid ciliate infecting the euphausiid Nyctiphanes simplex",,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Astomatia;Astomatida,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Astomatia,Astomatida,NA,NA,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Swimmer,0,Osmotrophic,Cruise_feeder,,Commensalist,Endo,,Annelids_Oligochaetes,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Astomatia;Astomatida;Astomatida_X;Astomatida_X_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Astomatia,Astomatida,Astomatida_X,Astomatida_X_sp.,,,,Naked,Elongated,,Asymetrical,Heteropolar,None,Swimmer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Glaucomidae;Glaucomidae_X;Glaucomidae_X_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Glaucomidae,Glaucomidae_X,Glaucomidae_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida;Tetrahymena,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Tetrahymenida,Tetrahymena,NA,,"Eaten by Actinophyridae, Raphidophrys, and Archamoeba",,,,,,,,,,,,,,,,Tetrahymena utriculariae host photosymbiotic Trebouxiophyceae,Predate on Gammaproteobacteria,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO4;OLIGO4_X;OLIGO4_XX;OLIGO4_XX_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO4,OLIGO4_X,OLIGO4_XX,OLIGO4_XX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO8;OLIGO8_X;OLIGO8_XX;OLIGO8_XX_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO8,OLIGO8_X,OLIGO8_XX,OLIGO8_XX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea_X;Oligohymenophorea_XX,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea_X;Oligohymenophorea_XX;Cardiostomatella,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Cardiostomatella,NA,,,,,,,,,,,,,,,"Unknown symbiotic relationship with alpha/gamma proteobacteria, Oceanospirillaceae",,,,,,,,,,,,,,,,,,,,,,,,,,Gong et al. 2016. Protist-Bacteria Associations: Gammaproteobacteria and Alphaproteobacteria are prevalent as digestion resistant bacteria in ciliated protozoa
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea_X;Oligohymenophorea_XX;Cardiostomatella;Cardiostomatella_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Cardiostomatella,Cardiostomatella_sp.,,,,,,,,,,,,,,,Unknown symbiotic relationship with alpha/gamma proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea_X;Oligohymenophorea_XX;Oligohymenophorea_XXX;Oligohymenophorea_XXX_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Oligohymenophorea_XXX,Oligohymenophorea_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Frontoniidae_1;Frontonia_1;Frontonia_canadensis;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Frontoniidae_1,Frontonia_1,Frontonia_canadensis,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise_feeder,,,,,,,,,,,13%,27 C,,,,,,,1666bp,,,,,"Xuming Pan a, a, b, c, The morphology and infraciliature of three Frontonia species, Fan, X., Medlin, L., Shen, Z., Bullington, W. E., Burkovsky, I. V., Corliss, J. O., Dragesco, J., Foissner, W., Gao, S., Gao, F., Jiang, J., Kahl, A., Li, J., & Liu, W. (2012, July 6). Morphology and SSU rrna gene sequences of three frontonia species, including a description of F. Subtropica Spec. Nov. (Ciliophora, Peniculida). European Journal of Protistology. https://www.sciencedirect.com/science/article/pii/S0932473912000442",,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Frontoniidae_2;Frontoniidae_2_X;Frontoniidae_2_X_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Frontoniidae_2,Frontoniidae_2_X,Frontoniidae_2_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Lembadionidae;Lembadion,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Lembadionidae,Lembadion,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Lembadionidae;Lembadion;Lembadion_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Lembadionidae,Lembadion,Lembadion_sp.,,,,,,,,,,,,,,,,,,,Species bullinum is known to predate on Euplotes octocarinatus (ciliate),,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Parameciidae;Paramecium;Paramecium_bursaria;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peniculia,Parameciidae,Paramecium,Paramecium_bursaria,,retention of green algae; has established a symbiotic relationship with an alga,mixotrophic,,,,,,,,,,,,Photosymbiosis,,,Photosymbiotic chlorophytes,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_1;Trichodinidae,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_1,Trichodinidae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;Operculariidae_X;Operculariidae_X_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Operculariidae,Operculariidae_X,Operculariidae_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,NA,NA,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Attached,0,Phagotrophic,Current_feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Sessilida_X,Sessilida_X_sp.,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Attached,0,Phagotrophic,Current_feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Vorticella,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Vorticella,NA,,,,Naked,Elongated,0,Asymetrical,Heteropolar,None,Attached,0,Phagotrophic,Current_Feeder,,No,,,,Species known to predate on unidentified bacteria and the apicomplexan cryptospordium ,,,,,,,,,,1,,Haplodiplobiontic,,,,,,,,,,
